customer_id,full_name,email,phone,city,state,country
C00722,Kabir Chowdhury,kabir.chowdhury852@mail.com,5617699959,Lucknow,Uttar Pradesh,India
C00613,Aarav Chowdhury,aarav.chowdhury644@mail.com,1687870894,Mumbai,Maharashtra,India
C00851,Irfan Reddy,irfan.reddy742@gmail.com,179599739,Chennai,Tamil Nadu,India
C01039,Anvi Patel,anvi.patel539@outlook.com,5486254054,Visakhapatnam,Andhra Pradesh,India
C01784,Samar Verma,samar.verma880@gmail.com,2478851859,Pune,Maharashtra,IN
C01969,Rohan Mukherjee,rohan.mukherjee842@yahoo.com,2070334691,Visakhapatnam,Andhra Pradesh,India
C00855,Aditya Reddy,aditya.reddy318@outlook.com,6793772323,Kolkata,West Bengal,India
C00811,Sanya Gupta,sanya.gupta203@gmail.com,6150312027,Lucknow,Uttar Pradesh,India
C00646,Aditya Sharma,aditya.sharma665@outlook.com,8850608003,Visakhapatnam,Andhra Pradesh,India
C00306,Kabir Basu,kabir.basu241@yahoo.com,6017253876,Kolkata,West Bengal,India
C01070,Aditya Mishra,,472774571,Visakhapatnam,Andhra Pradesh,India
C01894,Ananya Reddy,ananya.reddy457@gmail.com,478580527,Kolkata,West Bengal,India
C01320,Samar Das,,129354779,Bengaluru,Karnataka,India
C01260,Diya Kulkarni,diya.kulkarni64@gmail.com,1801199241,Visakhapatnam,Andhra Pradesh,India
C00286,Ria Joshi,ria.joshi798@outlook.com,5562897967,Kolkata,West Bengal,India
C01009,Vikram Verma,vikram.verma256@mail.com,1060484950,Mumbai,Maharashtra,India
C00888,Samar Nair,samar.nair797@outlook.com,2750714199,Ahmedabad,Gujarat,India
C01866,Diya Naidu,diya.naidu694@yahoo.com,4593653378,Lucknow,Uttar Pradesh,India
C00769,Diya Sharma,diya.sharma695@outlook.com,8697692022,Visakhapatnam,Andhra Pradesh,India
C01437,Kabir Mishra,kabir.mishra602@gmail.com,6322990607,Kolkata,West Bengal,India
C01753,Vikram Khan,vikram.khan434@outlook.com,4881874997,Kolkata,West Bengal,India
C01759,Rohan Nair,rohan.nair550@yahoo.com,5535358375,Visakhapatnam,ANDHRA PRADESH,india
C01423,Ria Chowdhury,ria.chowdhury720@gmail.com,9271814396,Delhi,Delhi,India
C01169,Isha Rao,isha.rao790@yahoo.com,1784192403,Hyderabad,Telangana,India
C01928,Neha Gupta,neha.gupta857@outlook.com,5392451184,Mumbai,maharashtra,India
C00074,Kabir Singh,kabir.singh788@yahoo.com,8944433107,Jaipur,Rajasthan,India
C00174,Vivaan Kulkarni,vivaan.kulkarni519@yahoo.com,9202399992,Chennai,Tamil Nadu,India
C00313,Irfan Basu,irfan.basu66@outlook.com,1312842447,Hyderabad,telangana,india
C00591,Aisha Chandra,aisha.chandra76@outlook.com,3494725329,Lucknow,Uttar Pradesh,IN
C01386,Vivaan Das,vivaan.das738@outlook.com,3527703176,Pune,Maharashtra,India
C00668,Kabir Reddy,kabir.reddy992@mail.com,4024281403,Ahmedabad, GUJARAT ,india
C01242,Aditya Das,aditya.das710@gmail.com,7907430691,Kolkata,West Bengal,india
C01876,Aisha Chowdhury,aisha.chowdhury844@outlook.com,5685651907,Lucknow,Uttar Pradesh,IN
C00077,Ananya Rao,ananya.rao465@mail.com,6289869081,Delhi,Delhi,India
C01567,Vikram Gupta,vikram.gupta566@gmail.com,8972719442,Chennai, tamil nadu ,India
C00307,Vivaan Joshi,vivaan.joshi344@yahoo.com,5087579170,Ahmedabad,Gujarat,India
C00372,Rohan Singh,rohan.singh71@yahoo.com,6773866968,Hyderabad,Telangana,India
C00334,Vivaan Das,vivaan.das929@outlook.com,8683882551,Jaipur,Rajasthan,India
C00285,Ria Kulkarni,ria.kulkarni915@mail.com,9510979919,Delhi,Delhi,India
C01230,Ananya Rao,ananya.rao528@yahoo.com,4488151906,Ahmedabad,Gujarat,India
C01896,Ananya Naidu,ananya.naidu663@yahoo.com,9923435457,Kochi,Kerala,India
C01038,Kabir Menon,kabir.menon408@outlook.com,3173482949,Lucknow,UTTAR PRADESH,India
C01577,Ritu Gupta,ritu.gupta722@gmail.com,1230479539,Hyderabad,Telangana,India
C00675,Neha Reddy,neha.reddy71@gmail.com,6880816475,Ahmedabad,Gujarat,India
C00773,Rohan Reddy,rohan.reddy8@gmail.com,2186188734,Pune,Maharashtra,India
C01984,Isha Rao,isha.rao167@outlook.com,2037759924,Visakhapatnam,Andhra Pradesh,India
C01400,Rahul Singh,rahul.singh17@mail.com,6237281210,Kochi,Kerala,india
C01999,Aditya Rao,aditya.rao211@gmail.com,9680049116,Mumbai,Maharashtra,India
C01336,Vikram Reddy,vikram.reddy826@outlook.com,9463130002,Kolkata,West Bengal,India
C01101,Isha Mukherjee,isha.mukherjee990@gmail.com,7709529420,Kochi,Kerala,IN
C01799,Rahul Basu,rahul.basu586@yahoo.com,3606494347,Kochi,Kerala,india
C01804,Kavya Iyer,kavya.iyer71@outlook.com,8838267407,Hyderabad,Telangana,India
C01760,Anvi Kulkarni,anvi.kulkarni401@mail.com,2615687908,Visakhapatnam,Andhra Pradesh,India
C00789,Kavya Iyer,kavya.iyer588@outlook.com,3139143913,Jaipur,Rajasthan,india
C01740,Ritu Singh,ritu.singh370@yahoo.com,4412773034,Chennai,Tamil Nadu,India
C00036,Sneha Singh,sneha.singh390@yahoo.com,6041567485,Mumbai,Maharashtra,India
C00545,Aarav Singh,aarav.singh45@yahoo.com,9368882420,Hyderabad,Telangana,India
C01668,Sneha Kulkarni,,7408750787,Bengaluru,Karnataka,india
C00435,Aditya Gupta,aditya.gupta117@mail.com,9153461101,Kochi,Kerala,India
C00305,Anvi Rao,anvi.rao80@yahoo.com,4903001652,Lucknow,Uttar Pradesh,india
C00713,Isha Chowdhury,isha.chowdhury424@yahoo.com,2629725022,Mumbai,Maharashtra,IN
C01575,Vivaan Das,vivaan.das461@outlook.com,1251631648,Visakhapatnam,Andhra Pradesh,india
C00455,Aisha Chowdhury,aisha.chowdhury706@outlook.com,7225548308,Bengaluru,Karnataka,India
C00274,Samar Reddy,samar.reddy689@yahoo.com,6395930340,Chennai,Tamil Nadu,India
C01083,Ananya Iyer,ananya.iyer134@yahoo.com,8112782996,Chennai,Tamil Nadu,India
C01661,Aarav Sharma,aarav.sharma385@outlook.com,8601667501,Lucknow,Uttar Pradesh,india
C01431,Kavya Mukherjee,kavya.mukherjee278@mail.com,7730931377,Chennai,Tamil Nadu,India
C01764,Isha Gupta,isha.gupta89@outlook.com,8809894543,Visakhapatnam,Andhra Pradesh,India
C00276,Vivaan Naidu,vivaan.naidu151@mail.com,7877738540,Chennai,Tamil Nadu,India
C01823,Kabir Khan,kabir.khan2@outlook.com,389095090,Lucknow,Uttar Pradesh,India
C00484,Aisha Naidu,aisha.naidu591@mail.com,991157254,Bengaluru,Karnataka,India
C01987,Kavya Verma,kavya.verma327@yahoo.com,6086949984,Lucknow,Uttar Pradesh,India
C00053,Vivaan Khan,vivaan.khan936@yahoo.com,1182813706,Mumbai,Maharashtra,india
C01078,Sneha Chowdhury,sneha.chowdhury476@gmail.com,141784592,Mumbai,Maharashtra,India
C00830,Sanya Das,sanya.das474@mail.com,7736342201,Kolkata,West Bengal,India
C00148,Aditya Patel,aditya.patel304@gmail.com,8636309816,Kochi,kerala,India
C00281,Aisha Chowdhury,aisha.chowdhury736@outlook.com,3567465545,Delhi,Delhi,India
C00350,Kavya Singh,kavya.singh773@mail.com,7092425604,Delhi,Delhi,India
C00691,Sanya Mukherjee,sanya.mukherjee764@mail.com,4570090010,Delhi,Delhi,India
C00917,Kavya Sharma,kavya.sharma713@gmail.com,4119798097,Bengaluru,Karnataka,India
C00382,Isha Verma,isha.verma477@outlook.com,9326185831,Visakhapatnam,Andhra Pradesh,India
C01200,Kavya Joshi,kavya.joshi329@yahoo.com,6635815364,Visakhapatnam,Andhra Pradesh,India
C01787,Aisha Khan,aisha.khan916@mail.com,6179151951,Chennai,Tamil Nadu,India
C00739,Sneha Chowdhury,sneha.chowdhury118@yahoo.com,7201347606,Mumbai,Maharashtra,India
C01590,Rohan Khan,rohan.khan357@yahoo.com,7507908313,Bengaluru,Karnataka,India
C01379,Ria Mishra,ria.mishra584@gmail.com,1240909597,Jaipur,Rajasthan,india
C01758,Neha Singh,neha.singh998@gmail.com,1748452005,Visakhapatnam,Andhra Pradesh,India
C00400,Vivaan Singh,vivaan.singh501@gmail.com,6974154495,Delhi,Delhi,India
C01879,Kabir Chowdhury,kabir.chowdhury940@mail.com,2433960879,Lucknow,Uttar Pradesh,India
C00956,Sanya Mishra,sanya.mishra38@yahoo.com,3138181194,Kochi,Kerala,India
C01227,Aisha Iyer,aisha.iyer582@gmail.com,365970609,Visakhapatnam,ANDHRA PRADESH,India
C01676,Kabir Chowdhury,kabir.chowdhury346@gmail.com,1723191573,Ahmedabad,Gujarat,india
C01123,Irfan Patel,irfan.patel572@yahoo.com,808411982,Pune,Maharashtra,India
C00197,Aditya Chandra,aditya.chandra342@gmail.com,7677482569,Chennai,Tamil Nadu,IN
C00359,Anvi Iyer,anvi.iyer172@mail.com,2907192403,Pune,Maharashtra,India
C01848,Aisha Singh,aisha.singh140@mail.com,9711442085,Kolkata,West Bengal,India
C01513,Ananya Naidu,ananya.naidu374@mail.com,6688408206,Mumbai,Maharashtra,IN
C01324,Sanya Khan,sanya.khan571@gmail.com,1244812313,Lucknow,Uttar Pradesh,India
C01190,Rohan Naidu,rohan.naidu686@gmail.com,4658102370,Kochi,Kerala,India
C01558,Anvi Nair,anvi.nair740@outlook.com,2993025896,Kolkata,West Bengal,India
C01105,Vivaan Naidu,vivaan.naidu612@outlook.com,877776455,Delhi,Delhi,India
C01014,Anvi Verma,anvi.verma721@outlook.com,5346833478,Kochi,Kerala,India
C01557,Rohan Reddy,ananya.joshi701@yahoo.com,3361873,Jaipur,Rajasthan,IN
C00889,Kavya Patel,kavya.patel515@outlook.com,9314523291,Visakhapatnam,Andhra Pradesh,India
C01371,Aisha Rao,aisha.rao424@mail.com,879599735,Lucknow, uttar pradesh ,India
C01773,Ria Patel,ria.patel536@yahoo.com,9942400606,Jaipur,Rajasthan,India
C01140,Kavya Reddy,kavya.reddy690@mail.com,3423290051,Chennai,Tamil Nadu,India
C01165,Rohan Khan,rohan.khan625@outlook.com,9851089825,Hyderabad,Telangana,India
C01012,Ria Gupta,ria.gupta936@mail.com,354416351,Ahmedabad,Gujarat,india
C01118,Irfan Naidu,irfan.naidu783@yahoo.com,6892899347,Delhi,Delhi,India
C01710,Vikram Basu,vikram.basu377@yahoo.com,4684163246,Delhi,DELHI,India
C01723,Ritu Khan,,8106182056,Lucknow,Uttar Pradesh,India
C01359,Ritu Mishra,ritu.mishra407@gmail.com,85896715,Delhi,Delhi,india
C01426,Rohan Mukherjee,rohan.mukherjee661@yahoo.com,6276690689,Ahmedabad,Gujarat,India
C01323,Neha Rao,neha.rao282@mail.com,7555059048,Kochi,Kerala,IN
C01079,Aisha Naidu,aisha.naidu349@gmail.com,9107729161,Delhi,Delhi,India
C00102,Ritu Reddy,ritu.reddy449@outlook.com,2556932551,Bengaluru,Karnataka,India
C00583,Isha Reddy,isha.reddy510@gmail.com,1317344966,Lucknow,Uttar Pradesh,india
C00105,Aarav Rao,aarav.rao347@mail.com,6884602367,Visakhapatnam,andhra pradesh,India
C00672,Kavya Nair,kavya.nair52@yahoo.com,7241329417,Pune,Maharashtra,India
C01229,Ria Naidu,ria.naidu847@outlook.com,676464585,Lucknow,Uttar Pradesh,India
C00656,Isha Kulkarni,isha.kulkarni671@mail.com,2118525286,Pune,Maharashtra,India
C00730,Ria Reddy,ria.reddy895@outlook.com,8361709996,Visakhapatnam,ANDHRA PRADESH,india
C01912,Kabir Khan,kabir.khan543@yahoo.com,3872568271,Delhi,Delhi,India
C01403,Kavya Nair,kavya.nair543@yahoo.com,304490059,Bengaluru,Karnataka,India
C00680,Neha Rao,neha.rao284@gmail.com,1282646110,Kochi,Kerala,India
C01705,Vikram Patel,vikram.patel711@gmail.com,300524422,Mumbai,Maharashtra,india
C00182,Diya Reddy,diya.reddy684@yahoo.com,2622194668,Chennai,Tamil Nadu,India
C01570,Kavya Gupta,kavya.gupta238@outlook.com,9563524223,Kochi,Kerala,India
C00341,Sanya Nair,sanya.nair466@yahoo.com,4386720747,Delhi,Delhi,India
C00914,Vikram Joshi,vikram.joshi811@gmail.com,3922805471,Kochi,Kerala,India
C01556,Neha Mukherjee,neha.mukherjee357@outlook.com,2895480943,Jaipur,Rajasthan,India
C01356,Irfan Rao,irfan.rao765@outlook.com,2452711650,Kochi,Kerala,india
C01365,Sanya Reddy,sanya.reddy369@outlook.com,7789904338,Kolkata,West Bengal,IN
C01128,Vivaan Sharma,vivaan.sharma141@yahoo.com,6585927220,Delhi,Delhi,India
C01248,Aditya Joshi,aditya.joshi655@yahoo.com,2536106909,Chennai,Tamil Nadu,India
C01514,Aditya Mukherjee,aditya.mukherjee955@gmail.com,2119661387,Jaipur,Rajasthan,india
C01417,Rahul Rao,rahul.rao308@mail.com,5491635777,Delhi,Delhi,India
C00943,Diya Verma,diya.verma766@mail.com,3105077309,Delhi,Delhi,India
C01725,Anvi Menon,anvi.menon360@outlook.com,27162608,Kolkata,West Bengal,India
C01147,Rahul Mishra,rahul.mishra175@outlook.com,4621192682,Bengaluru,Karnataka,India
C01163,Ria Das,ria.das560@yahoo.com,5930315750,Bengaluru,Karnataka,India
C00767,Anvi Kulkarni,anvi.kulkarni354@outlook.com,2947379562,Bengaluru,Karnataka,India
C01141,Ritu Nair,ritu.nair427@yahoo.com,4045719572,Mumbai,Maharashtra,India
C00230,Aditya Singh,aditya.singh841@gmail.com,6556950495,Mumbai,Maharashtra,IN
C01308,Sanya Das,sanya.das247@gmail.com,9395005436,Mumbai,Maharashtra,India
C01489,Vikram Reddy,vikram.reddy172@outlook.com,199740187,Ahmedabad,Gujarat,india
C01505,Rohan Singh,rohan.singh618@gmail.com,2422791120,Kochi,Kerala,India
C00113,Sneha Khan,sneha.khan73@gmail.com,3572237351,Ahmedabad,Gujarat,India
C01506,Sneha Singh,sneha.singh491@yahoo.com,9579707961,Kolkata,West Bengal,India
C01944,Sanya Patel,sanya.patel984@mail.com,6916753228,Pune,Maharashtra,India
C01941,Kabir Das,kabir.das152@gmail.com,4850489326,Jaipur,rajasthan,India
C00875,Isha Sharma,isha.sharma158@gmail.com,4823596048,Pune,Maharashtra,IN
C00618,Aisha Verma,aisha.verma93@yahoo.com,1426667990,Hyderabad,Telangana,India
C00035,Diya Khan,diya.khan888@mail.com,180141272,Kochi,Kerala,India
C01445,Ritu Iyer,ritu.iyer810@mail.com,1714178284,Pune, MAHARASHTRA ,India
C01291,Rahul Verma,rahul.verma670@yahoo.com,739829941,Hyderabad,Telangana,India
C01528,Aisha Nair,aisha.nair76@outlook.com,5525397860,Kochi,Kerala,India
C00288,Sneha Rao,sneha.rao824@outlook.com,2336157710,Kochi, KERALA ,India
C00615,Irfan Sharma,irfan.sharma317@outlook.com,5071676221,Pune,Maharashtra,India
C00922,Vivaan Khan,vivaan.khan221@gmail.com,5906131487,Mumbai,Maharashtra,India
C00402,Neha Rao,neha.rao662@outlook.com,3251332017,Delhi,Delhi,India
C01530,Rohan Sharma,rohan.sharma597@outlook.com,3493375726,Delhi,Delhi,India
C01770,Neha Das,neha.das719@mail.com,7454593366,Mumbai,Maharashtra,India
C01254,Sanya Singh,sanya.singh776@gmail.com,8781181686,Ahmedabad,Gujarat,India
C01115,Samar Rao,samar.rao372@yahoo.com,5063370341,Lucknow,Uttar Pradesh,India
C01397,Irfan Sharma,irfan.sharma383@mail.com,3899376548,Kochi,KERALA,India
C01974,Irfan Khan,irfan.khan806@mail.com,4743164030,Ahmedabad,Gujarat,India
C00610,Sanya Nair,sanya.nair225@gmail.com,1120844281,Kochi,KERALA,India
C01345,Kavya Sharma,kavya.sharma868@yahoo.com,4979493266,Hyderabad,Telangana,India
C00847,Aarav Mukherjee,aarav.mukherjee809@yahoo.com,3545472298,Jaipur,Rajasthan,India
C00910,Vikram Reddy,vikram.reddy84@yahoo.com,8439250638,Mumbai,Maharashtra,india
C00762,Diya Sharma,diya.sharma279@outlook.com,8465184019,Kochi,Kerala,India
C01219,Rohan Joshi,"anvi,das76@yahoo,com",5943547475,Lucknow,Uttar Pradesh,India
C00123,Vikram Mishra,vikram.mishra885@mail.com,2280723583,Visakhapatnam,Andhra Pradesh,india
C01024,Ananya Basu,ananya.basu564@yahoo.com,9397020286,Lucknow,Uttar Pradesh,India
C01922,Diya Patel,diya.patel607@yahoo.com,999501837,Bengaluru, KARNATAKA ,india
C00502,Ritu Nair,ritu.nair994@outlook.com,848901597,Pune,Maharashtra,India
C00635,Samar Joshi,samar.joshi466@yahoo.com,8791751274,Mumbai,Maharashtra,India
C00831,Diya Mishra,diya.mishra461@gmail.com,5085737537,Ahmedabad,Gujarat,India
C00179,Vivaan Singh,vivaan.singh162@outlook.com,7867111096,Kolkata,West Bengal,India
C01762,Rohan Joshi,rohan.joshi748@gmail.com,8470864428,Hyderabad,Telangana,india
C01646,Vivaan Verma,vivaan.verma612@gmail.com,7394193400,Kolkata,West Bengal,India
C01457,Ritu Joshi,ritu.joshi697@outlook.com,6826861286,Ahmedabad,Gujarat,India
C01865,Kabir Das,kabir.das406@mail.com,551040433,Delhi,Delhi,india
C01295,Anvi Iyer,anvi.iyer746@gmail.com,1800241960,Bengaluru,Karnataka,India
C01409,Neha Singh,neha.singh247@gmail.com,6880269542,Hyderabad,Telangana,India
C00549,Aarav Singh,aarav.singh508@mail.com,3852964170,Hyderabad,Telangana,India
C00871,Irfan Naidu," rohan,naidu243@yahoo,com",8415186397,Bengaluru,Karnataka,India
C00522,Rahul Das,rahul.das664@gmail.com,3351779604,Kolkata,West Bengal,India
C00803,Diya Joshi,diya.joshi227@yahoo.com,1478009725,Visakhapatnam,Andhra Pradesh,India
C00434,Anvi Das,anvi.das259@outlook.com,6605510758,Pune,Maharashtra,India
C00674,Kabir Sharma,kabir.sharma806@gmail.com,4907019753,Mumbai,Maharashtra,India
C00745,Sanya Nair,sanya.nair280@yahoo.com,7442419633,Delhi,delhi,India
C00715,Ritu Gupta,ritu.gupta409@outlook.com,36545085,Chennai,Tamil Nadu,India
C00688,Vivaan Patel,vivaan.patel272@mail.com,3279718739,Jaipur,Rajasthan,India
C00580,Diya Rao,diya.rao175@gmail.com,143148662,Jaipur,Rajasthan,India
C00240,Rohan Das,rohan.das183@yahoo.com,3000456372,Visakhapatnam,Andhra Pradesh,IN
C00650,Ritu Nair,ritu.nair119@mail.com,6042643438,Mumbai,Maharashtra,India
C01127,Rahul Menon,rahul.menon47@mail.com,2687260157,Ahmedabad,Gujarat,India
C01439,Diya Naidu,"DIYA,CHANDRA944@GMAIL,COM",6474779799,Lucknow,Uttar Pradesh,india
C00626,Isha Verma,isha.verma765@yahoo.com,1300071659,Kolkata,West Bengal,India
C00628,Neha Gupta,neha.gupta480@mail.com,8783200109,Kolkata,West Bengal,India
C00894,Aarav Basu,aarav.basu54@outlook.com,8474017879,Kochi,Kerala,India
C00369,Kabir Chowdhury,kabir.chowdhury816@mail.com,5707478047,Delhi,DELHI,India
C01803,Vivaan Chandra,vivaan.chandra977@outlook.com,8757551417,Pune,Maharashtra,India
C01540,Sanya Joshi,sanya.joshi989@outlook.com,4314370015,Bengaluru,Karnataka,India
C00727,Diya Chowdhury,diya.chowdhury601@yahoo.com,3145148114,Pune,Maharashtra,India
C01129,Isha Rao,isha.rao824@outlook.com,392102164,Visakhapatnam,Andhra Pradesh,India
C00459,Ananya Joshi,ananya.joshi720@outlook.com,3903439631,Bengaluru,Karnataka,India
C01157,Diya Khan,diya.khan532@gmail.com,777687017,Kochi,Kerala,India
C01430,Aisha Joshi,aisha.joshi923@outlook.com,8023158305,Mumbai,Maharashtra,India
C01959,Ananya Chandra,ananya.chandra872@mail.com,990495760,Lucknow,Uttar Pradesh,India
C00425,Rohan Mukherjee,rohan.mukherjee998@mail.com,7198872809,Kolkata,West Bengal,India
C00395,Aarav Mukherjee,aarav.mukherjee902@yahoo.com,3457825179,Delhi,Delhi,India
C01722,Kavya Kulkarni,kavya.kulkarni89@mail.com,7149418633,Chennai,Tamil Nadu,India
C00779,Irfan Nair,irfan.nair510@outlook.com,6736881973,Delhi,Delhi,india
C01072,Sneha Rao,sneha.rao495@gmail.com,1921613398,Pune,MAHARASHTRA,india
C01146,Ritu Khan,ritu.khan598@outlook.com,6021177121,Ahmedabad,Gujarat,India
C00968,Aisha Khan,aisha.khan280@mail.com,9636601991,Kolkata,West Bengal,india
C01785,Aisha Verma,aisha.verma377@gmail.com,2394111438,Pune,Maharashtra,India
C01845,Ritu Patel,ritu.patel326@outlook.com,9405167488,Kochi,Kerala,India
C01448,Aarav Joshi,aarav.joshi448@gmail.com,2867185426,Visakhapatnam,Andhra Pradesh,india
C00738,Rahul Nair,rahul.nair359@yahoo.com,9184012698,Bengaluru,Karnataka,India
C00252,Aditya Kulkarni,aditya.kulkarni680@mail.com,337426598,Mumbai,Maharashtra,India
C00958,Rahul Mishra,rahul.mishra811@gmail.com,844759345,Ahmedabad,Gujarat,india
C01853,Kabir Mishra,kabir.mishra549@yahoo.com,5967987972,Pune,Maharashtra,India
C00052,Diya Naidu,diya.naidu68@gmail.com,7531848742,Visakhapatnam,Andhra Pradesh,India
C01692,Rahul Gupta,rahul.gupta54@outlook.com,4589441486,Kochi,Kerala,India
C01986,Rohan Iyer,rohan.iyer302@mail.com,3749696257,Jaipur,Rajasthan,India
C00243,Rohan Chandra,rohan.chandra354@yahoo.com,497667272,Kolkata,West Bengal,India
C00298,Aarav Mishra,aarav.mishra762@outlook.com,6902601675,Chennai, tamil nadu ,India
C01861,Rahul Mishra,rahul.mishra221@yahoo.com,5192554358,Delhi,Delhi,india
C01187,Ria Reddy,ria.reddy141@mail.com,6092972304,Visakhapatnam,Andhra Pradesh,IN
C00354,Aditya Khan,aditya.khan245@gmail.com,4074239492,Hyderabad,Telangana,India
C01033,Samar Kulkarni,samar.kulkarni27@yahoo.com,6554965102,Mumbai,Maharashtra,India
C00263,Ananya Verma,ananya.verma416@mail.com,1051050245,Ahmedabad,Gujarat,India
C01337,Ria Joshi,ria.joshi937@mail.com,9098827690,Ahmedabad,Gujarat,India
C01806,Diya Mukherjee,diya.mukherjee793@yahoo.com,7040957342,Lucknow,Uttar Pradesh,India
C01406,Sanya Kulkarni,sanya.kulkarni826@gmail.com,347830130,Kolkata,West Bengal,India
C00586,Ria Singh,ria.singh471@yahoo.com,4119387148,Visakhapatnam,Andhra Pradesh,India
C01523,Ritu Singh,ritu.singh143@yahoo.com,5365226861,Lucknow,Uttar Pradesh,India
C00755,Ananya Naidu,,4095342422,Chennai,Tamil Nadu,IN
C00081,Rohan Gupta,rohan.gupta892@yahoo.com,6220143661,Bengaluru, KARNATAKA ,India
C00330,Ritu Gupta,ritu.gupta742@gmail.com,4277848968,Delhi,delhi,India
C00160,Vikram Rao,vikram.rao965@gmail.com,3448780608,Bengaluru,Karnataka,India
C01432,Samar Mishra,samar.mishra947@mail.com,5336118348,Chennai,Tamil Nadu,India
C00807,Kavya Das,kavya.das928@yahoo.com,3469998503,Jaipur,Rajasthan,India
C01620,Kavya Nair,kavya.nair300@mail.com,8574031182,Visakhapatnam,Andhra Pradesh,India
C01058,Rohan Joshi,rohan.joshi129@yahoo.com,8965607053,Kochi,Kerala,India
C01279,Ria Iyer,ria.iyer353@mail.com,5308189337,Chennai,Tamil Nadu,India
C00423,Aarav Naidu,aarav.naidu726@gmail.com,2990476096,Chennai,Tamil Nadu,India
C00424,Aarav Gupta,aarav.gupta281@mail.com,1251176615,Ahmedabad,Gujarat,India
C00143,Aarav Patel,aarav.patel3@outlook.com,2956617246,Ahmedabad,Gujarat,India
C00177,Aarav Iyer,aarav.iyer901@gmail.com,6894976510,Delhi,Delhi,india
C01084,Aarav Patel,,5435226967,Chennai,Tamil Nadu,India
C00654,Kabir Mishra,kabir.mishra602@gmail.com,1532343430,Bengaluru,Karnataka,IN
C01000,Vivaan Kulkarni,vivaan.kulkarni620@gmail.com,7218364496,Jaipur,Rajasthan,India
C00399,Diya Naidu,diya.naidu738@outlook.com,2064578569,Ahmedabad,Gujarat,India
C01548,Irfan Menon,irfan.menon495@mail.com,6778564616,Hyderabad,Telangana,India
C01277,Sneha Menon,sneha.menon593@mail.com,2016635171,Kochi,Kerala,india
C01807,Kavya Sharma,kavya.sharma336@mail.com,6850312607,Pune,Maharashtra,india
C00390,Ritu Joshi,ritu.joshi507@yahoo.com,4309159978,Pune,Maharashtra,India
C01272,Rahul Nair,rahul.nair689@yahoo.com,7601285089,Delhi,Delhi,India
C01288,Aarav Mukherjee,aarav.mukherjee460@outlook.com,17128742,Pune,Maharashtra,IN
C01401,Neha Khan,neha.khan545@outlook.com,2069202602,Kochi,Kerala,india
C01842,Aisha Singh,aisha.singh268@yahoo.com,1213893862,Bengaluru,Karnataka,India
C01938,Ria Menon,ria.menon349@gmail.com,7247154110,Chennai,Tamil Nadu,India
C01002,Anvi Chandra,anvi.chandra972@yahoo.com,6253462882,Ahmedabad,Gujarat,india
C01247,Sneha Sharma,sneha.sharma707@mail.com,9826743878,Visakhapatnam,Andhra Pradesh,India
C01125,Sneha Sharma,sneha.sharma204@outlook.com,8624685784,Chennai,Tamil Nadu,India
C01859,Ritu Gupta,ritu.gupta827@yahoo.com,6469198973,Bengaluru,Karnataka,India
C01688,Aarav Khan,aarav.khan163@yahoo.com,8327400140,Lucknow,Uttar Pradesh,India
C00863,Vivaan Menon,vivaan.menon19@yahoo.com,1590130896,Ahmedabad,Gujarat,India
C01499,Ria Verma,ria.verma7@outlook.com,9424102315,Chennai,Tamil Nadu,india
